dataset_split,record_id,saved_at,sample_id,sample_batch,sample_role,sample_structure,sample_process,expected_outcome,comparison_group,external_evidence,accepted,quality,confidence,hypothesis,product_fit_mode,fit_strategy,selected_display_mode,selected_result_source,selected_result_label,selected_candidate_rank,sweep_strategies,scan_m,scan_n,compare_models,post_fit_models,m,best_scan_m,worst_region,top_advice_level,top_advice_title,curve_points,voltage_min,voltage_max,voltage_span,current_abs_min,current_abs_max,current_abs_log_span,reverse_points,forward_points,current_sign_changes,reverse_log_slope,forward_log_slope,mean_error,max_error,median_error,negative_mean_error,positive_mean_error,reverse_mean_error,near_zero_mean_error,forward_mean_error,high_forward_mean_error,diode_component_pct,ohmic_component_pct,nonohmic_component_pct,negative_nonohmic_to_ohmic,boundary_hit_count,warning_count,advice_count,selected_series_point_count,candidate_count,candidate_renderable_count,candidate_diagnostic_only_count,candidate_promotable_count,primary_candidate_rank,top_candidate_rank,top_candidate_mean_error,top_candidate_max_error,source_path,current_range,cell_range,voltage_start,voltage_end,voltage_step,record_path,schema_version,record_type,device_stack,aging_days,manual_checkpoint_count,recommended_training_use,dominant_parameter_changes,fit_mean_delta,fit_max_delta,manual_adjusted,accept_reasons,main_issue,next_actions,label_notes,m_values,n_values,reverse_weight,near_zero_weight,forward_weight,high_forward_weight,selected_candidate_index,top_candidate_source,top_candidate_label,n,evaluator_kind,display_fit_source,J0,Rs,Rsh,k,included_points,best_scan_mean_error,best_model_name,best_model_bic,selected_post_model_name,selected_post_model_confidence,best_post_bic_model,best_post_bic_delta,best_post_mean_model,best_post_mean_delta,core_window_model_limited,core_window_failure_regions
train,7d0faeb6,2026-05-08T23:25:23,,,unknown,,,,,,True,poor,medium,none,legacy,auto,fit,selected_fit,,0.0,False,False,False,False,False,2.4,,reverse,warning,Fit error is still high,81,-0.5,0.3,0.8,1.65575e-13,2.005457e-05,8.083218590774793,50,30,0,-1.3478779788260125,12.292076488122085,128.3251967242447,205.9816405852466,197.42576106527332,200.07295002312003,8.74560789278586,199.8320133069262,112.00961989086402,6.13915760877034,,67.37251259197924,21.778886512410587,10.848599243343244,0.8085499547617558,0,3,3,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\126261b56fb443beb6241b7dbb934c01_工作簿1.xlsx,D68:D148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260508_232523_7d0faeb6.json,2,fit_label,[],,,,[],,,False,visual_fit_ok,none,,,,,1.5,0.5,1.0,1.5,-1.0,,,,,,6.200969501719315e-09,251.8012415937415,47993854.94353422,5.8512988132675984e-08,80.0,,,,,,,,,,False,
val,a6b26031,2026-05-11T00:29:27,,,unknown,,,,,,True,acceptable,medium,none,legacy,auto,fit,selected_fit,,0.0,False,True,False,True,False,3.4,,,info,Some points were excluded from aggregate errors,101,-0.6,0.4,1.0,3.679445e-12,0.002381,8.810977079887623,60,40,1,-1.3975887662089193,10.94955730615821,4.403869496981162,27.870051746709212,2.798292984419999,2.2491463650186447,7.635954194924939,,,,,64.80588945681322,24.269700165058712,10.924410315307851,0.5998831196774297,0,1,1,101.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\95008d0ff3d144aaa618243603102b99_test1.xlsx,E58:E158,,-0.6,0.4,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_002927_a6b26031.json,2,fit_label,[],,,,[],,,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.331581e-07,19.08121,1842887.0,2.68385e-06,100.0,,,,,,,,,,False,
train,a87ba347,2026-05-11T10:18:17,,,unknown,Ag / MoOx / PbS-EDT (100 nm) / PbS-PbI2/PbBr2 (450 nm) / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.6,2.6,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,6.168592e-12,0.000509,7.916531736036427,50,30,1,-1.843205682503124,11.584963460462156,2.1263743726751487,24.89956777830502,1.6441688997081028,1.668874480999657,2.8888741921343026,1.5929257220633342,5.668457692252028,1.6697486159456627,,64.59574214346733,16.320741087786196,19.08351671763494,2.1884826952048764,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\6fefdb1192aa43f3a3896c52d1ea049b_test1.xlsx,AU68:AU148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_101817_a87ba347.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""Ag"", ""thickness_nm"": """"}, {""index"": 1, ""role"": ""transport"", ""name"": ""MoOx"", ""thickness_nm"": """"}, {""index"": 2, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100""}, {""index"": 3, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450""}, {""index"": 4, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """"}, {""index"": 5, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.8894591440098943e-07, ""final"": 1.8894591440098943e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 28.41506092996827, ""final"": 28.41506092996827, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 1767723.4793248149, ""final"": 1767723.4793248149, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.8894591440098943e-07,28.41506092996827,1767723.4793248149,5.120030188651218e-06,80.0,2.1263743726751487,,,,,,,,,False,
test,c083ca4b,2026-05-11T10:18:20,,,unknown,Ag / MoOx / PbS-EDT (100 nm) / PbS-PbI2/PbBr2 (450 nm) / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.6,2.6,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,6.168592e-12,0.000509,7.916531736036427,50,30,1,-1.843205682503124,11.584963460462156,2.1263743726751487,24.89956777830502,1.6441688997081028,1.668874480999657,2.8888741921343026,1.5929257220633342,5.668457692252028,1.6697486159456627,,64.59574214346733,16.320741087786196,19.08351671763494,2.1884826952048764,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\6fefdb1192aa43f3a3896c52d1ea049b_test1.xlsx,AU68:AU148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_101820_c083ca4b.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""Ag"", ""thickness_nm"": """"}, {""index"": 1, ""role"": ""transport"", ""name"": ""MoOx"", ""thickness_nm"": """"}, {""index"": 2, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100""}, {""index"": 3, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450""}, {""index"": 4, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """"}, {""index"": 5, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.8894591440098943e-07, ""final"": 1.8894591440098943e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 28.41506092996827, ""final"": 28.41506092996827, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 1767723.4793248149, ""final"": 1767723.4793248149, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.8894591440098943e-07,28.41506092996827,1767723.4793248149,5.120030188651218e-06,80.0,2.1263743726751487,,,,,,,,,False,
train,135d05da,2026-05-11T10:18:21,,,unknown,Ag / MoOx / PbS-EDT (100 nm) / PbS-PbI2/PbBr2 (450 nm) / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.6,2.6,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,6.168592e-12,0.000509,7.916531736036427,50,30,1,-1.843205682503124,11.584963460462156,2.1263743726751487,24.89956777830502,1.6441688997081028,1.668874480999657,2.8888741921343026,1.5929257220633342,5.668457692252028,1.6697486159456627,,64.59574214346733,16.320741087786196,19.08351671763494,2.1884826952048764,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\6fefdb1192aa43f3a3896c52d1ea049b_test1.xlsx,AU68:AU148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_101821_135d05da.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""Ag"", ""thickness_nm"": """"}, {""index"": 1, ""role"": ""transport"", ""name"": ""MoOx"", ""thickness_nm"": """"}, {""index"": 2, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100""}, {""index"": 3, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450""}, {""index"": 4, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """"}, {""index"": 5, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.8894591440098943e-07, ""final"": 1.8894591440098943e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 28.41506092996827, ""final"": 28.41506092996827, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 1767723.4793248149, ""final"": 1767723.4793248149, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.8894591440098943e-07,28.41506092996827,1767723.4793248149,5.120030188651218e-06,80.0,2.1263743726751487,,,,,,,,,False,
val,e62a5440,2026-05-11T10:18:23,,,unknown,Ag / MoOx / PbS-EDT (100 nm) / PbS-PbI2/PbBr2 (450 nm) / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.6,2.6,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,6.168592e-12,0.000509,7.916531736036427,50,30,1,-1.843205682503124,11.584963460462156,2.1263743726751487,24.89956777830502,1.6441688997081028,1.668874480999657,2.8888741921343026,1.5929257220633342,5.668457692252028,1.6697486159456627,,64.59574214346733,16.320741087786196,19.08351671763494,2.1884826952048764,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\6fefdb1192aa43f3a3896c52d1ea049b_test1.xlsx,AU68:AU148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_101823_e62a5440.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""Ag"", ""thickness_nm"": """"}, {""index"": 1, ""role"": ""transport"", ""name"": ""MoOx"", ""thickness_nm"": """"}, {""index"": 2, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100""}, {""index"": 3, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450""}, {""index"": 4, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """"}, {""index"": 5, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.8894591440098943e-07, ""final"": 1.8894591440098943e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 28.41506092996827, ""final"": 28.41506092996827, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 1767723.4793248149, ""final"": 1767723.4793248149, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.8894591440098943e-07,28.41506092996827,1767723.4793248149,5.120030188651218e-06,80.0,2.1263743726751487,,,,,,,,,False,
val,bdfebafa,2026-05-11T10:18:24,,,unknown,Ag / MoOx / PbS-EDT (100 nm) / PbS-PbI2/PbBr2 (450 nm) / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.6,2.6,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,6.168592e-12,0.000509,7.916531736036427,50,30,1,-1.843205682503124,11.584963460462156,2.1263743726751487,24.89956777830502,1.6441688997081028,1.668874480999657,2.8888741921343026,1.5929257220633342,5.668457692252028,1.6697486159456627,,64.59574214346733,16.320741087786196,19.08351671763494,2.1884826952048764,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\6fefdb1192aa43f3a3896c52d1ea049b_test1.xlsx,AU68:AU148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_101824_bdfebafa.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""Ag"", ""thickness_nm"": """"}, {""index"": 1, ""role"": ""transport"", ""name"": ""MoOx"", ""thickness_nm"": """"}, {""index"": 2, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100""}, {""index"": 3, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450""}, {""index"": 4, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """"}, {""index"": 5, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.8894591440098943e-07, ""final"": 1.8894591440098943e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 28.41506092996827, ""final"": 28.41506092996827, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 1767723.4793248149, ""final"": 1767723.4793248149, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.8894591440098943e-07,28.41506092996827,1767723.4793248149,5.120030188651218e-06,80.0,2.1263743726751487,,,,,,,,,False,
train,a537f646,2026-05-11T10:40:38,,,unknown,MoOx-Ag / PbS-EDT / PbS-PbI2/PbBr2 / ZnO / ITO,,,,,True,poor,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,False,False,False,False,2.4,,,warning,Fit error is still high,81,-0.5,0.3,0.8,5.637536e-12,0.000467,7.918227552367204,50,30,1,-2.3213973235556167,11.528538917058459,58.81190088182824,89.90721109459142,72.74809254514506,40.84987296654303,88.74861407397023,,,,,43.671664006295345,8.032722683097576,48.29561301602088,20.08951109106005,0,2,2,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\dee4448e687543659b1ec7e34a81cd2f_test1.xlsx,AO68:AO148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_104038_a537f646.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""MoOx-Ag"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 1, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100"", ""absorption_peak_nm"": """"}, {""index"": 2, ""role"": ""absorber"", ""name"": ""PbS-PbI2/PbBr2"", ""thickness_nm"": ""450"", ""absorption_peak_nm"": ""1250""}, {""index"": 3, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 4, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}]",0.0,9.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.7982847366781108e-07, ""final"": 1.703009e-08, ""log10_ratio"": -1.0236415150176723, ""direction"": ""decreased""}, {""parameter"": ""Rs"", ""initial"": 37.956142308455775, ""final"": 37.95614, ""log10_ratio"": -2.641337013473531e-08, ""direction"": ""decreased""}, {""parameter"": ""k"", ""initial"": 7.519242356752867e-06, ""final"": 7.519242e-06, ""log10_ratio"": -2.060524159354692e-08, ""direction"": ""decreased""}]",54.284251845598675,66.68612192810585,True,visual_fit_ok,none,,,,,1.5,0.5,1.0,1.5,-1.0,,,,,,1.703009e-08,37.95614,9280578.0,7.519242e-06,80.0,,,,,,,,,,False,
train,8b4b026a,2026-05-11T11:02:33,,,unknown,MoOx-Ag / PbS-EDT / PbS-ink / ZnO / ITO,,,,,True,acceptable,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,3.4,,,warning,Rs reached the lower bound,81,-0.5,0.3,0.8,3.679445e-12,0.000446,8.083552543194884,50,30,1,-1.3478780007676485,12.293184676654574,5.508659230076911,20.110540110513337,4.829553036253772,3.3099842295160213,9.173117564345059,,,,,65.06015835282138,27.694920823377878,7.2449207455844045,0.5040133768410385,1,3,2,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\b6e39ef5a9ec4d1098cf69de4f8473b1_test1.xlsx,E68:E148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260511_110233_8b4b026a.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""MoOx-Ag"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 1, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100"", ""absorption_peak_nm"": """"}, {""index"": 2, ""role"": ""absorber"", ""name"": ""PbS-ink"", ""thickness_nm"": ""450"", ""absorption_peak_nm"": ""1250""}, {""index"": 3, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 4, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}]",0.0,17.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.3131839687681052e-07, ""final"": 1.234571e-07, ""log10_ratio"": -0.026809501062520884, ""direction"": ""decreased""}, {""parameter"": ""Rsh"", ""initial"": 1756929.5810849783, ""final"": 1756930, ""log10_ratio"": 1.0355136745970833e-07, ""direction"": ""increased""}, {""parameter"": ""k"", ""initial"": 2.365189204470331e-06, ""final"": 2.365189e-06, ""log10_ratio"": -3.754470897683132e-08, ""direction"": ""decreased""}]",1.158601901043646,-6.798128146025611,True,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.234571e-07,10.0,1756930.0,2.365189e-06,80.0,,,,,,,,,,False,
val,e7c9a4aa,2026-05-12T17:43:08,,,unknown,MoOx-Ag / PbS-EDT / PbS-ink / ZnO / ITO,,,,,True,good,medium,none,legacy,quick_global,fit,selected_fit,,0.0,False,True,False,False,False,2.8,2.8,near_zero,ok,Fit is numerically stable,81,-0.5,0.3,0.8,1.347261e-12,0.000469,8.54172110454255,50,30,1,-2.037198161421364,11.162295636571255,4.016721542568592,14.703126118684395,3.7500383115719336,3.564878221500069,4.769793744349463,2.876716107783947,6.254156720175124,5.173757254138342,,65.66404100637997,12.600750156507404,21.735208786744202,3.509076529609707,0,2,4,81.0,0.0,0.0,0.0,0.0,,,,,C:\Users\Administrator\Desktop\fit\app_data\uploads\a7ae91b0ee3941a9b6c073c0e77e4ff9_test1.xlsx,AI68:AI148,,-0.5,0.3,0.01,C:\Users\lky40\OneDrive\桌面\fitting\fitting\app_data\records\fit_record_20260512_174308_e7c9a4aa.json,2,fit_label,"[{""index"": 0, ""role"": ""electrode"", ""name"": ""MoOx-Ag"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 1, ""role"": ""htl"", ""name"": ""PbS-EDT"", ""thickness_nm"": ""100"", ""absorption_peak_nm"": """"}, {""index"": 2, ""role"": ""absorber"", ""name"": ""PbS-ink"", ""thickness_nm"": ""450"", ""absorption_peak_nm"": ""1250""}, {""index"": 3, ""role"": ""etl"", ""name"": ""ZnO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}, {""index"": 4, ""role"": ""substrate"", ""name"": ""ITO"", ""thickness_nm"": """", ""absorption_peak_nm"": """"}]",0.0,0.0,candidate_training_example,"[{""parameter"": ""J0"", ""initial"": 1.974763775736523e-07, ""final"": 1.974763775736523e-07, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rs"", ""initial"": 49.96733034358194, ""final"": 49.96733034358194, ""log10_ratio"": 0, ""direction"": ""unchanged""}, {""parameter"": ""Rsh"", ""initial"": 2213869.4902753825, ""final"": 2213869.4902753825, ""log10_ratio"": 0, ""direction"": ""unchanged""}]",0.0,0.0,False,visual_fit_ok,none,,,"1.6, 1.8, 2, 2.2, 2.4, 2.6, 2.8, 3, 3.2, 3.4",,1.5,0.5,1.0,1.5,-1.0,,,,,,1.974763775736523e-07,49.96733034358194,2213869.4902753825,7.799502023908216e-06,80.0,4.016721542568592,,,,,,,,,False,
